accession,cluster,split
P63167,O96015,train
P63172,P51808,val
P63173,P63173,train
P63208,Q15369,train
P63211,P63211,train
P63215,P50150,train
P63218,P50150,train
P63220,P63220,test
P63241,P63241,train
P63244,Q5XX13,train
P63252,P48549,train
P63261,A5A3E0,train
P63267,A5A3E0,train
P63272,P63272,val
P63279,Q9C0C9,train
P63302,P59797,train
P63313,P0CG34,train
P63316,Q9NZU7,train
P67775,P16298,train
P67809,P16989,train
P67812,Q9BY50,train
P67870,P67870,test
P67936,P06753,val
P68032,A5A3E0,train
P68036,Q9Y385,train
P68104,Q9Y450,train
P68106,Q96AY3,train
P68133,A5A3E0,train
P68363,P68363,train
P68366,P68363,train
P68371,Q9UJT0,train
P68400,P68400,test
P68402,Q15102,train
P68431,P49450,train
P68543,Q9UNZ2,train
P68871,P02042,train
P69849,Q5JPE7,train
P69891,P02042,train
P69892,P02042,train
P69905,P02042,train
P78310,Q5DX21,train
P78312,P78312,test
P78314,P78314,val
P78316,P78316,train
P78317,P78317,train
P78318,A0A1W2PR95,train
P78324,P78324,val
P78325,Q9H013,train
P78329,Q6NT55,train
P78330,P78330,test
P78332,P78332,test
P78333,P51654,train
P78334,Q9UN88,val
P78337,Q96QS3,val
P78344,P78344,train
P78345,P78345,train
P78346,P78346,train
P78347,P78347,train
P78348,Q96FT7,val
P78352,Q12959,train
P78356,A2A3N6,val
P78357,P78357,train
P78358,O75638,val
P78362,P78362,val
P78363,Q86UQ4,train
P78364,P78364,train
P78367,Q15270,train
P78368,Q5TCY1,train
P78369,P56746,val
P78371,P17987,test
P78380,Q9NNX6,test
P78381,P78381,train
P78382,P78381,train
P78383,Q9H1N7,train
P78385,P12036,train
P78386,P12036,train
P78395,P78395,val
P78396,P78396,val
P78406,P78406,test
P78410,Q96KV6,train
P78411,P78413,train
P78412,P78413,train
P78413,P78413,train
P78414,P78413,train
P78415,P78413,train
P78417,Q9H4Y5,train
P78423,P78423,train
P78424,P78424,train
P78426,P78426,train
P78504,Q5T1H1,train
P78508,P48549,train
P78509,P78509,train
P78524,P78524,val
P78527,P78527,train
P78536,P78536,train
P78537,P78537,train
P78539,O60687,val
P78540,P78540,train
P78543,P50616,train
P78545,P78545,train
P78549,P78549,train
P78552,P78552,train
P78556,P78556,train
P78559,P78559,train
P78560,P78560,train
P78562,P0DPD8,test
P78563,P55265,train
P79483,P13765,train
P79522,Q96QC0,train
P80075,P78423,train
P80098,P78423,train
P80108,P80108,train
P80162,P02775,test
P80188,P80188,train
P80192,P80192,train
P80217,Q13287,train
P80294,P25713,val
P80297,P25713,val
P80303,Q02818,val
P80365,P80365,train
P80370,Q5T1H1,train
P80404,P80404,train
P80511,Q9HCY8,train
P80723,P80723,train
P80748,P12018,test
P81133,Q8IXF0,test
P81172,P81172,val
P81274,Q96AY4,train
P81277,P81277,train
P81408,P81408,train
P81534,P81534,train
P81605,P81605,train
P81877,Q9BWW4,train
P82094,P82094,train
P82251,Q9UHI5,train
P82279,P82279,train
P82650,P82650,train
P82663,P82663,val
P82664,P82664,train
P82673,P82673,train
P82675,P82675,train
P82909,P82909,train
P82912,P82912,val
P82914,P82914,train
P82921,P82921,train
P82930,P82930,train
P82932,P82932,train
P82933,P82933,train
P82970,P82970,train
P82979,P82979,train
P82980,A6NFH5,val
P82987,Q8N6G6,train
P83105,Q92743,val
P83110,Q92743,val
P83111,P83111,train
P83369,P83369,test
P83436,P83436,train
P83731,Q9UHA3,train
P83859,P83859,val
P83876,Q9NX01,train
P83881,P83881,train
P83916,Q14781,train
P84022,Q13485,train
P84074,Q9NRD9,test
P84077,P36406,val
P84085,P36406,val
P84090,P84090,test
P84095,Q9BYZ6,test
P84098,P84098,train
P84101,O75920,train
P84103,Q08170,test
P84157,P84157,train
P84243,P49450,train
P84550,Q2VWA4,train
P84996,P84996,train
P85037,P85037,train
P85298,P85298,test
P85299,P85299,test
P86397,P86397,train
P86434,P86434,train
P86452,P86452,train
P86478,P86478,val
P86479,P86478,val
P86480,P86478,val
P86481,P86478,val
P86496,P86478,val
P86790,P86790,train
P86791,P86790,train
P87889,P63128,train
P98066,Q7Z407,train
P98073,P98073,train
P98077,Q6S5L8,train
P98082,P98082,test
P98088,Q9HC84,test
P98095,P35556,test
P98153,P98153,train
P98155,P98164,train
P98160,P98160,test
P98161,P98161,train
P98164,P98164,train
P98168,Q2QGD7,test
P98169,Q2QGD7,test
P98170,Q13075,train
P98171,O43295,test
P98172,P98172,train
P98173,P58499,train
P98174,P98174,train
P98175,P98175,test
P98177,O43524,train
P98179,Q14498,val
P98182,O43345,val
P98187,Q6NT55,train
P98194,P16615,test
P98196,O43861,val
P98198,O60312,train
P99999,P99999,train
Q00005,Q66LE6,val
Q00013,O14936,val
Q00056,Q15270,train
Q00059,Q00059,train
Q00169,Q9BZ72,train
Q00266,P31153,test
Q00325,Q00325,train
Q00341,Q00341,train
Q00403,Q00403,train
Q00444,Q03828,test
Q00526,Q9NRP7,val
Q00532,O76039,train
Q00534,Q9NRP7,val
Q00535,Q14004,test
Q00536,Q14004,test
Q00537,Q14004,test
Q00577,Q9UJV8,train
Q00587,Q00587,test
Q00597,Q00597,train
Q00604,Q00604,test
Q00610,Q00610,train
Q00613,Q03933,test
Q00653,P19838,train
Q00688,Q02790,test
Q00722,Q4KWH8,train
Q00765,Q9H6H4,test
Q00796,Q00796,train
Q00839,Q9BUJ2,test
Q00872,Q14896,train
Q00887,P06731,val
Q00888,P06731,val
Q00889,P06731,val
Q008S8,Q008S8,train
Q00973,Q8NHY0,val
Q00975,O00555,train
Q00978,Q13568,train
Q00987,Q00987,train
Q00G26,Q99541,train
Q00LT1,Q00LT1,train
Q01064,P27815,train
Q01081,Q15696,train
Q01082,Q9H254,train
Q01085,P31483,train
Q01094,O00716,val
Q01101,Q96T92,test
Q01105,Q9H2G4,train
Q01113,Q01113,train
Q01118,Q14524,val
Q01130,Q86U42,train
Q01151,Q01151,test
Q01167,P85037,train
Q01196,Q13950,train
Q01201,Q04864,train
Q01344,Q01344,train
Q01362,Q96JA4,train
Q01415,Q01415,train
Q01432,Q01433,train
Q01433,Q01433,train
Q01449,Q9BUA6,val
Q01453,P54851,val
Q01459,Q01459,test
Q01469,A6NFH5,val
Q01484,Q12955,val
Q01518,P40123,train
Q01523,Q01524,train
Q01524,Q01524,train
Q01534,Q9H2G4,train
Q01538,Q9UL68,test
Q01543,Q06546,test
Q01546,P04264,train
Q01581,Q01581,train
Q01628,A6NMD0,train
Q01629,A6NMD0,train
Q01638,Q01638,val
Q01650,Q9UHI5,train
Q01658,P25208,test
Q01664,Q01664,train
Q01668,O00555,train
Q01718,P32245,train
Q01726,P32245,train
Q01740,P31512,test
Q01780,Q01780,val
Q01804,Q9NP73,train
Q01813,Q01813,train
Q01814,Q01814,train
Q01826,Q01826,test
Q01831,Q01831,test
Q01844,Q01844,train
Q01850,Q86X02,test
Q01851,P20264,train
Q01860,P14859,train
Q01892,P17947,train
Q01954,Q6ZN30,test
Q01955,Q02388,val
Q01959,Q9Y345,train
Q01968,P32019,train
Q01970,Q4KWH8,train
Q01973,Q01974,val
Q01974,Q01974,val
Q01995,Q15417,train
Q02040,Q02040,train
Q02045,Q9BUA6,val
Q02078,Q14814,train
Q02080,Q14814,train
Q02083,Q13510,val
Q02086,P08047,train
Q02094,Q9UBD6,train
Q02108,P33402,train
Q02127,Q02127,train
Q02153,P33402,train
Q02156,O95835,train
Q02161,Q9UBD6,train
Q02218,Q02218,train
Q02221,P12074,train
Q02223,Q02223,val
Q02224,Q02224,train
Q02241,Q02241,val
Q02246,O94779,train
Q02252,Q02252,train
Q02297,O14511,val
Q02318,Q4G0S4,train
Q02325,Q02325,train
Q02338,P80365,train
Q02363,P47928,train
Q02383,Q02383,train
Q02386,O43345,val
Q02388,Q02388,val
Q02410,Q02410,train
Q02413,Q14126,train
Q02446,P08047,train
Q02447,P08047,train
Q02487,Q14517,train
Q02505,Q9H195,train
Q02509,Q02509,val
Q02535,P47928,train
Q02539,Q92522,train
Q02543,Q02543,train
Q02548,P15863,train
Q02556,Q13568,train
Q02575,Q02577,val
Q02577,Q02577,val
Q02641,Q08289,train
Q02742,Q9P109,train
Q02750,Q9NRP7,val
Q02763,P35590,val
Q02779,P80192,train
Q02790,Q02790,test
Q02809,O60568,train
Q02817,Q9H195,train
Q02818,Q02818,val
Q02833,Q8NHQ8,train
Q02846,P51841,train
Q02878,Q02878,train
Q02880,Q02880,train
Q02928,Q6NT55,train
Q02930,Q02930,val
Q02952,Q02952,train
Q02962,Q06710,train
Q02978,O95258,val
Q02985,P08603,train
Q03001,Q03001,train
Q03013,P21266,train
Q03014,Q9NY43,train
Q03052,P20264,train
Q03060,Q03060,train
Q03111,P42568,train
Q03112,Q9HAZ2,train
Q03113,Q5JWF2,train
Q03135,P51636,val
Q03154,Q03154,train
Q03164,Q03164,test
Q03167,Q03167,train
Q03169,Q03169,train
Q03181,P37231,val
Q03188,Q03188,train
Q03252,P02545,train
Q03393,Q03393,train
Q03395,Q03395,train
Q03403,Q03403,train
Q03405,Q03405,train
Q03426,Q03426,train
Q03431,Q03431,test
Q03468,Q03468,train
Q03518,O95342,test
Q03519,O95342,test
Q03591,P08603,train
Q03692,Q9UMD9,train
Q03701,Q03701,train
Q03721,Q92953,test
Q03828,Q03828,test
Q03923,O43345,val
Q03924,O43345,val
Q03933,Q03933,test
Q03936,O43345,val
Q03938,O43345,val
Q03989,Q03989,val
Q04118,P02812,test
Q04206,Q04864,train
Q04323,Q92575,train
Q04446,Q04446,train
Q04609,Q04609,val
Q04637,Q04637,train
Q04656,Q04656,train
Q04671,Q04671,test
Q04695,P35527,train
Q04721,P46531,train
Q04724,Q04727,train
Q04725,Q04727,train
Q04726,Q04727,train
Q04727,Q04727,train
Q04741,Q15270,train
Q04743,Q15270,train
Q04756,Q04756,train
Q04759,O95835,train
Q04760,Q04760,train
Q04771,P36894,train
Q04828,P51857,test
Q04837,Q04837,train
Q04844,P43681,train
Q04864,Q04864,train
Q04900,Q04900,train
Q04912,Q04912,train
Q04917,P62258,train
Q04941,Q04941,train
Q05048,Q05048,test
Q05066,P48436,train
Q05084,Q05084,train
Q05086,Q05086,train
Q05193,P50570,train
Q05195,P50539,train
Q05209,P08575,train
Q05215,Q05215,train
Q05315,Q3B8N2,train
Q05329,Q99259,train
Q05397,Q05397,test
Q05469,Q05469,test
Q05481,O43345,val
Q05513,Q16513,train
Q05516,Q05516,train
Q05519,Q05519,train
Q05586,Q05586,val
Q05639,Q9Y450,train
Q05655,O95835,train
Q05682,Q05682,train
Q05707,Q99715,train
Q05823,Q05823,test
Q05901,P43681,train
Q05923,Q9BY84,train
Q05925,Q05925,train
Q05932,Q05932,train
Q05940,Q16572,val
Q05952,Q05952,test
Q05996,Q05996,train
Q05BQ5,Q5VUG0,train
Q05BV3,Q05BV3,train
Q05C16,Q05C16,train
Q05D32,Q05D32,train
Q05D60,Q96MT8,train
Q05DH4,Q05DH4,train
Q06033,Q6UXX5,train
Q06055,P48201,train
Q06124,Q12913,val
Q06136,Q06136,train
Q06141,P16112,train
Q06187,P42684,train
Q06190,Q06190,train
Q06203,Q06203,test
Q06210,Q06210,train
Q06250,Q06250,test
Q06265,Q06265,train
Q06278,Q06278,train
Q06323,P61289,train
Q06330,Q9UBG7,train
Q06413,Q14814,train
Q06416,P14859,train
Q06418,P08922,train
Q06432,Q9BXT2,train
Q06455,O75081,train
Q06481,P05067,train
Q06495,O95436,val
Q06520,O00204,train
Q06546,Q06546,test
Q06547,Q8TAK5,train
Q06587,Q06587,train
Q06609,O43502,train
Q06643,Q06643,train
Q06710,Q06710,train
Q06730,O43345,val
Q06732,O43345,val
Q06787,P51116,val
Q06828,Q9NZU1,train
Q06830,Q13162,train
Q06889,Q05215,train
Q06945,Q06945,train
Q07001,P43681,train
Q07002,Q14004,test
Q07011,Q9Y5U5,train
Q07020,Q07020,train
Q07021,Q07021,test
Q07065,Q07065,val
Q07075,Q9UKU6,test
Q07092,Q8IZC6,train
Q07108,P0C7M8,train
Q07157,Q07157,val
Q07283,Q07283,test
Q07325,Q07325,train
Q07343,P27815,train
Q07352,P47974,train
Q07444,Q07444,train
Q07507,Q07507,val
Q075Z2,P14780,train
Q07617,Q07617,train
Q07666,Q07666,train
Q07687,Q15270,train
Q07699,Q07699,test
Q07812,P10415,train
Q07817,P10415,train
Q07820,Q07820,train
Q07837,Q07837,train
Q07864,Q07864,train
Q07866,Q9H0B6,train
Q07869,P37231,val
Q07889,Q07889,train
Q07890,Q07889,train
Q07912,Q07912,test
Q07954,P98164,train
Q07955,Q08170,test
Q07960,P85298,test
Q07973,Q4G0S4,train
Q08043,Q9H254,train
Q08050,Q08050,train
Q08116,O14924,test
Q08117,Q04727,train
Q08170,Q08170,test
Q08174,Q6V0I7,test
Q08188,P22735,train
Q08209,P16298,train
Q08211,Q9H6S0,train
Q08257,Q9HCJ6,val
Q08289,Q08289,train
Q08334,Q9UHF4,train
Q08345,Q08345,train
Q08357,Q8WUM9,train
Q08378,Q08378,val
Q08379,Q08379,train
Q08380,Q08380,train
Q08397,Q08397,train
Q08426,P40939,train
Q08431,O60462,val
Q08462,O60503,train
Q08477,Q6NT55,train
Q08493,P27815,train
Q08495,O14639,train
Q08499,P27815,train
Q08554,Q14517,train
Q08623,Q08623,train
Q08629,Q08629,train
Q08648,Q6PDA7,test
Q08708,Q9UGN4,test
Q08722,Q08722,train
Q08752,P30414,val
Q08828,O60503,train
Q08830,P02671,test
Q08881,P42684,train
Q08945,Q08945,train
Q08999,Q08999,train
Q08AD1,Q5T5Y3,val
Q08AE8,Q08AE8,test
Q08AF3,P0C7P3,train
Q08AG5,O43345,val
Q08AG7,Q08AG7,train
Q08AH1,Q53FZ2,train
Q08AH3,Q53FZ2,train
Q08AI6,Q08AI6,train
Q08AI8,Q08AI8,train
Q08AM6,Q08AM6,train
Q08AN1,O43345,val
Q08E93,Q5T7N8,train
Q08ER8,O43345,val
Q08ET2,Q96RL6,train
Q08J23,Q08J23,train
Q09013,O14578,test
Q09019,Q09019,train
Q09028,Q09028,train
Q09161,Q09161,train
Q09327,Q09327,val
Q09328,Q3V5L5,train
Q09428,Q09428,train
Q09470,Q92953,test
Q09472,Q92793,train
Q09666,Q8IVF2,train
Q09FC8,O43345,val
Q09MP3,Q09MP3,train
Q0D2H9,Q08379,train
Q0D2I5,Q0D2I5,train
Q0D2J5,O43345,val
Q0D2K0,Q6NVV3,val
Q0D2K2,Q96CT2,train
Q0D2K5,O75095,train
Q0GE19,Q0GE19,test
Q0IIM8,Q6ZT07,train
Q0IIN9,Q0IIN9,val
Q0JRZ9,O14526,train
Q0P140,Q0P140,val
Q0P5N6,P36406,val
Q0P5P2,Q0P5P2,train
Q0P641,Q0P641,train
Q0P651,Q0P651,test
Q0P670,Q0P670,train
Q0P6D2,Q0P6D2,test
Q0P6D6,Q0P6D6,train
Q0P6H9,Q0P6H9,train
Q0PNE2,Q0PNE2,train
Q0VAA2,Q0VAA2,val
Q0VAA5,Q9NUJ7,train
Q0VAF6,Q0VAF6,val
Q0VAK6,P29536,train
Q0VAM2,Q8N9B8,train
Q0VAQ4,Q0VAQ4,train
Q0VD83,Q0VD83,train
Q0VD86,Q0VD86,train
Q0VDD5,Q0VDD5,test
Q0VDD7,Q0VDD7,train
Q0VDD8,Q0VDD8,train
Q0VDF9,Q92598,train
Q0VDG4,Q96FV2,test
Q0VDI3,Q0VDI3,val
Q0VF49,Q0VF49,test
Q0VF96,Q0VF96,val
Q0VFX4,Q0VFX4,val
Q0VFZ6,Q0VFZ6,val
Q0VG06,Q0VG06,val
Q0VG99,Q0VG99,train
Q0VGE8,O43345,val
Q0VGL1,Q0VGL1,test
Q0WX57,Q9H9J4,test
Q0Z7S8,A6NFH5,val
Q0ZGT2,Q0ZGT2,train
Q0ZLH3,O60443,train
Q10469,Q10469,test
Q10471,Q7Z7M9,train
Q10472,Q7Z7M9,train
Q10567,Q10567,val
Q10570,Q10570,test
Q10571,Q10571,val
Q10586,Q10586,test
Q10587,Q10586,test
Q10588,Q10588,train
Q10589,Q10589,train
Q10713,Q10713,train
Q107X0,Q107X0,train
Q10981,P19526,train
Q11128,P22083,test
Q11130,P22083,test
Q11201,Q16842,train
Q11203,Q9UNP4,val
Q11206,Q9UNP4,val
Q12756,Q9NQT8,train
Q12765,Q96FV2,test
Q12766,Q12766,val
Q12767,Q12767,val
Q12768,Q12768,val
Q12769,Q12769,train
Q12770,Q12770,train
Q12772,P36956,train
Q12774,Q12774,test
Q12778,O43524,train
Q12788,Q12788,test
Q12789,Q12789,train
Q12791,Q12791,train
Q12792,Q12792,train
Q12794,P38567,train
Q12796,Q12796,train
Q12797,Q12797,val
Q12798,P14649,test
Q12800,Q9NZI7,val
Q12802,Q12802,test
Q12805,P35556,test
Q12809,Q9NS40,train
Q12815,Q12815,val
Q12816,Q12816,train
Q12824,Q12824,val
Q12829,Q8IZ41,train
Q12830,Q12830,train
Q12834,Q86Y33,test
Q12836,P60852,train
Q12837,P20264,train
Q12840,Q12840,train
Q12841,Q12841,test
Q12846,Q13277,train
Q12849,Q9H6T0,train
Q12851,Q8IVH8,train
Q12852,O43283,train
Q12857,Q12857,train
Q12860,O94779,train
Q12864,Q14517,train
Q12866,P08922,train
Q12870,P61296,val
Q12872,Q12872,train
Q12873,Q12873,val
Q12874,Q12874,train
Q12879,Q13224,test
Q12882,Q12882,test
Q12884,P42658,train
Q12887,Q12887,train
Q12888,Q12888,val
Q12889,Q12889,test
Q12891,P38567,train
Q12893,Q12893,train
Q12894,O00458,train
Q12899,Q12899,test
Q12901,O43345,val
Q12904,P54577,train
Q12905,Q12905,train
Q12906,Q12906,train
Q12907,Q12907,test
Q12908,P09131,val
Q12912,Q12912,val
Q12913,Q12913,val
Q12918,Q12918,train
Q12923,Q12923,train
Q12926,P26378,train
Q12929,Q8TE68,train
Q12931,P14625,train
Q12933,Q13114,train
Q12934,Q12934,train
Q12946,P85037,train
Q12947,P85037,train
Q12948,Q12948,train
Q12950,Q12950,test
Q12951,P85037,train
Q12952,P85037,train
Q12955,Q12955,val
Q12959,Q12959,train
Q12962,Q12962,train
Q12965,Q9HD67,train
Q12967,Q12967,train
Q12968,Q12968,train
Q12972,Q12972,train
Q12974,O75365,train
Q12979,P11274,val
Q12980,Q12980,val
Q12981,Q12981,test
Q12982,Q8WUY3,train
Q12983,O60238,train
Q12986,Q12986,test
Q12988,P04792,test
Q12996,Q12996,train
Q12999,Q12999,train
Q13002,Q9ULK0,train
Q13003,Q9ULK0,train
Q13007,Q13007,val
Q13009,Q8IVF5,train
Q13011,Q13011,train
Q13015,Q13015,train
Q13017,Q13017,train
Q13018,O60449,test
Q13021,Q969L2,train
Q13023,Q13023,train
Q13029,Q13029,train
Q13033,Q13033,train
Q13042,Q13042,train
Q13043,Q7Z2Y5,train
Q13045,Q13045,val
Q13046,P06731,val
Q13049,Q13049,test
Q13057,Q13057,train
Q13061,Q13061,train
Q13064,Q13064,test
Q13066,O75459,test
Q13069,O75459,test
Q13070,O75459,test
Q13075,Q13075,train
Q13077,Q13114,train
Q13084,Q13084,train
Q13085,O00763,train
Q13087,P13667,val
Q13093,Q13093,train
Q13094,Q13094,train
Q13098,Q13098,train
Q13099,Q13099,train
Q13103,Q13103,test
Q13105,Q13105,train
Q13106,Q9UL36,train
Q13107,Q70CQ4,train
Q13111,Q13111,train
Q13112,Q13112,train
Q13113,Q13113,val
Q13114,Q13114,train
Q13115,Q9BY84,train
Q13117,Q9NQZ3,val
Q13118,O14901,train
Q13123,Q13123,test
Q13126,Q13126,train
Q13127,Q13127,train
Q13129,Q13129,val
Q13131,Q9Y2K2,train
Q13133,P06401,val
Q13136,O75334,train
Q13137,Q86VP1,test
Q13144,Q13144,test
Q13145,Q13145,train
Q13148,Q13148,train
Q13151,O14979,train
Q13153,Q7Z2Y5,train
Q13155,Q13155,train
Q13156,P15927,train
Q13158,Q13158,train
Q13162,Q13162,train
Q13163,Q9NRP7,val
Q13164,Q13164,train
Q13177,Q7Z2Y5,train
Q13183,Q9UKG4,train
Q13185,Q14781,train
Q13188,Q7Z2Y5,train
Q13190,Q13190,test
Q13191,Q13191,train
Q13200,Q13200,train
Q13201,Q13201,train
Q13202,Q9BY84,train
Q13203,Q14896,train
Q13206,Q13206,val
Q13207,O15119,val
Q13214,Q9P283,test
Q13216,Q13216,test
Q13217,Q13217,train
Q13219,Q9BXP8,train
Q13224,Q13224,test
Q13227,Q13227,test
Q13228,Q13228,test
Q13231,Q12889,test
Q13232,O00746,train
Q13233,Q13233,val
Q13237,Q13237,train
Q13239,Q13239,val
Q13241,Q07444,train
Q13242,Q08170,test
Q13243,Q08170,test
Q13247,Q08170,test
Q13253,Q13253,val
Q13255,P41594,train
Q13257,Q13257,train
Q13258,P35408,test
Q13261,Q13261,test
Q13263,Q13263,train
Q13268,P0CG22,train
Q13275,Q9P283,test
Q13277,Q13277,train
Q13278,Q13278,train
Q13283,Q9UN86,test
Q13285,O00482,train
Q13286,Q13286,train
Q13287,Q13287,train
Q13291,Q13291,train
Q13296,O75556,train
Q13303,Q14722,train
Q13304,Q9NSD7,train
Q13308,Q13308,train
Q13309,Q13309,train
Q13310,Q13310,test
Q13315,Q13315,val
Q13316,Q13316,train
Q13319,Q13319,val
Q13322,Q13322,train
Q13323,Q13323,train
Q13324,Q03431,test
Q13325,O14879,train
Q13326,Q96LD1,train
Q13330,Q13330,val
Q13332,Q13332,val
Q13336,Q15849,test
Q13342,P23497,train
Q13347,Q13347,train
Q13349,P20701,val
Q13351,O43474,val
Q13352,Q13352,val
Q13356,Q13356,train
Q13360,O43345,val
Q13361,Q13361,train
Q13362,Q14738,train
Q13363,O43175,train
Q13367,O00203,train
Q13368,Q12959,train
Q13370,Q14432,train
Q13371,Q13371,val
Q13387,Q13387,train
Q13393,Q13393,train
Q13394,Q13394,train
Q13395,Q13395,train
Q13398,O43345,val
Q13401,O43345,val
Q13402,Q9UKN7,train
Q13404,Q13404,train
Q13405,Q13405,test
Q13409,O14576,train
Q13410,Q96KV6,train
Q13415,Q13415,train
Q13416,Q13416,train
Q13418,Q13418,train
Q13421,Q13421,train
Q13422,Q9H2S9,train
Q13423,Q13423,train
Q13424,Q13425,train
Q13425,Q13425,train
Q13426,Q13426,train
Q13427,P30414,val
Q13428,Q13428,train
Q13432,A6NIH7,train
Q13433,Q9ULF5,train
Q13434,Q13064,test
Q13435,Q13435,train
Q13438,Q13438,train
Q13439,Q13439,train
Q13442,Q13442,val
Q13443,Q9H013,train
Q13444,Q9H013,train
Q13445,Q9Y3A6,train
Q13449,Q92626,train
Q13451,Q02790,test
Q13454,Q13454,train
Q13459,B2RTY4,train
Q13461,Q12948,train
Q13464,Q5VT25,test
Q13467,O60353,train
Q13469,Q12968,train
Q13470,Q07912,test
Q13472,Q13472,train
Q13474,P11532,train
Q13477,Q13477,train
Q13478,Q9NZN1,train
Q13480,Q13480,train
Q13485,Q13485,train
Q13487,Q13487,train
Q13488,Q9Y487,train
Q13489,Q13075,train
Q13490,Q13075,train
Q13491,P51674,train
Q13492,O60641,train
Q13495,Q13495,train
Q13496,Q13615,train
Q13501,Q13501,train
Q13503,Q13503,test
Q13505,Q13505,train
Q13506,Q15742,train
Q13507,Q9UBN4,test
Q13508,Q13508,train
Q13509,Q9UJT0,train
Q13510,Q13510,val
Q13515,Q13515,train
Q13516,Q8NFJ8,train
Q13519,Q13519,train
Q13520,P55087,train
Q13522,Q13522,test
Q13523,Q13523,train
Q13526,Q13526,train
Q13530,A6NH21,train
Q13535,Q13535,train
Q13536,Q13536,train
Q13541,Q13542,train
Q13542,Q13542,train
Q13546,Q13546,train
Q13547,Q92769,train
Q13554,Q13554,test
Q13555,Q13554,test
Q13557,Q13554,test
Q13561,Q13561,train
Q13562,Q15784,train
Q13563,Q13563,train
Q13564,Q13564,train
Q13568,Q13568,train
Q13569,Q13569,train
Q13571,Q13571,train
Q13572,Q13572,train
Q13573,Q13573,test
Q13574,O75912,train
Q13576,P46940,train
Q13585,Q13585,train
Q13586,Q9P246,train
Q13588,O75791,train
Q13591,Q9P283,test
Q13595,P62995,train
Q13596,Q13596,val
Q13601,Q13601,test
Q13606,O43869,train
Q13607,O43869,train
Q13608,O43933,train
Q13609,Q13609,val
Q13610,Q13610,val
Q13613,Q13615,train
Q13614,Q13615,train
Q13615,Q13615,train
Q13616,Q13620,test
Q13617,Q13620,test
Q13618,Q13620,test
Q13619,Q13620,test
Q13620,Q13620,test
Q13621,P55011,train
Q13625,Q13625,train
Q13627,Q13627,train
Q13630,Q13630,train
Q13634,Q6V0I7,test
Q13635,Q13635,train
Q13636,Q7Z6P3,train
Q13637,Q7Z6P3,train
Q13639,P25100,train
Q13641,Q9NT99,test
Q13642,O14639,train
Q13643,O14639,train
Q13651,Q13651,train
Q13670,Q13670,train
Q13671,Q13671,train
Q13683,Q13683,train
